personne_id,auteur_persee_id,idref,auteurlabel,occupationLabel,year_of_birth,year_of_death,sex_or_genderLabel,country_of_citizenshipLabel,educated_atLabel,academic_degreeLabel
http://www.wikidata.org/entity/Q22911477,79798,no value,M. Crosland,Q53554997,1931,2020,masculin,Royaume-Uni,University College de Londres,no value
http://www.wikidata.org/entity/Q2309852,237683,026801450,Paul Couderc,astronome,1899,1981,masculin,France,École normale supérieure,agrégation de mathématiques
http://www.wikidata.org/entity/Q24203074,44599,026788292,Anne Marie Chouillet,éditeur,1921,2016,féminin,France,no value,no value
http://www.wikidata.org/entity/Q2478100,57405,028507592,Umberto Bottazzini,historien des mathématiques,1947,????,masculin,Italie,université de Milan,no value
http://www.wikidata.org/entity/Q2478100,57405,028507592,Umberto Bottazzini,mathématicien,1947,????,masculin,Italie,université de Milan,no value
http://www.wikidata.org/entity/Q2478100,57405,028507592,Umberto Bottazzini,professeur d'université,1947,????,masculin,Italie,université de Milan,no value
http://www.wikidata.org/entity/Q2532952,215046,027026566,Fernand Meyer,anthropologue,1947,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q25391761,249975,026933055,Danielle Jacquart,historien,1947,????,féminin,France,École des chartes,no value
http://www.wikidata.org/entity/Q25391853,10484,032402643,Pierre Caye,philosophe,no value,????,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q25649185,177445,028421663,Pietro Corsi,historien des sciences,1948,????,masculin,Italie,université de Pise,no value
http://www.wikidata.org/entity/Q25649185,177445,028421663,Pietro Corsi,historien des sciences,1948,????,masculin,Italie,École normale supérieure de Pise,no value
http://www.wikidata.org/entity/Q274978,236840,026750937,Émile Bréhier,historien de la philosophie,1876,1952,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q274978,236840,026750937,Émile Bréhier,philosophe,1876,1952,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q274978,236840,026750937,Émile Bréhier,professeur,1876,1952,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q27999693,54618,028571576,Maurizio Torrini,historien de la philosophie,1942,2019,masculin,Italie,université de Florence,no value
http://www.wikidata.org/entity/Q27999693,54618,028571576,Maurizio Torrini,historien de la philosophie,1942,2019,masculin,royaume d'Italie,université de Florence,no value
http://www.wikidata.org/entity/Q2847500,10458,035654864,Andre Charrak,philosophe,1953,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2848551,57425,15580913X,André Robinet,philosophe,1922,2016,masculin,France,no value,no value
http://www.wikidata.org/entity/Q28494497,238658,035371080,Brigitte Chamak,chercheur,no value,????,féminin,France,no value,no value
http://www.wikidata.org/entity/Q28494497,238658,035371080,Brigitte Chamak,sociologue,no value,????,féminin,France,no value,no value
http://www.wikidata.org/entity/Q2855960,76877,028351592,R. Hooykaas,historien,1906,1994,masculin,Pays-Bas,université d'Utrecht,no value
http://www.wikidata.org/entity/Q2855960,76877,028351592,R. Hooykaas,physicien,1906,1994,masculin,Pays-Bas,université d'Utrecht,no value
http://www.wikidata.org/entity/Q2855960,76877,028351592,R. Hooykaas,professeur d'université,1906,1994,masculin,Pays-Bas,université d'Utrecht,no value
http://www.wikidata.org/entity/Q2861912,76578,028259874,Armand Machabey,biographe,1886,1966,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2861912,76578,028259874,Armand Machabey,musicologue,1886,1966,masculin,France,no value,no value
http://www.wikidata.org/entity/Q28648,57318,026767627,Doru Todericiu,historien,1921,2008,masculin,France,no value,no value
http://www.wikidata.org/entity/Q28648,57318,026767627,Doru Todericiu,écrivain,1921,2008,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2864997,30587,073314358,Arthur Birembaut,ingénieur,1905,1986,masculin,France,École nationale supérieure des mines de Paris,no value
http://www.wikidata.org/entity/Q287953,57274,027109887,Jean Rostand,biologiste,1894,1977,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q287953,57274,027109887,Jean Rostand,historien,1894,1977,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q287953,57274,027109887,Jean Rostand,philosophe,1894,1977,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q287953,57274,027109887,Jean Rostand,écrivain,1894,1977,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,chercheur,1949,????,féminin,France,université Panthéon-Sorbonne,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,chercheur,1949,????,féminin,France,École normale supérieure de Fontenay-aux-Roses,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,historien des sciences,1949,????,féminin,France,université Panthéon-Sorbonne,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,historien des sciences,1949,????,féminin,France,École normale supérieure de Fontenay-aux-Roses,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,philosophe,1949,????,féminin,France,université Panthéon-Sorbonne,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,philosophe,1949,????,féminin,France,École normale supérieure de Fontenay-aux-Roses,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,professeur d'université,1949,????,féminin,France,université Panthéon-Sorbonne,no value
http://www.wikidata.org/entity/Q2897345,10528,026718979,Bernadette Bensaude Vincent,professeur d'université,1949,????,féminin,France,École normale supérieure de Fontenay-aux-Roses,no value
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,archiviste,1920,1980,masculin,France,lycée Janson-de-Sailly,archiviste paléographe
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,archiviste,1920,1980,masculin,France,lycée Louis-le-Grand,archiviste paléographe
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,archiviste,1920,1980,masculin,France,École des chartes,archiviste paléographe
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,historien,1920,1980,masculin,France,lycée Janson-de-Sailly,archiviste paléographe
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,historien,1920,1980,masculin,France,lycée Louis-le-Grand,archiviste paléographe
http://www.wikidata.org/entity/Q2899549,239553,032441401,Bertrand Gille,historien,1920,1980,masculin,France,École des chartes,archiviste paléographe
http://www.wikidata.org/entity/Q2926897,82815,030778603,Bruno Morando,astronome,1931,1995,masculin,France,no value,no value
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,biologiste,1910,2009,féminin,États-Unis,Radcliffe College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,biologiste,1910,2009,féminin,États-Unis,Wellesley College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,biologiste,1910,2009,féminin,États-Unis,université Harvard,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,philosophe,1910,2009,féminin,États-Unis,Radcliffe College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,philosophe,1910,2009,féminin,États-Unis,Wellesley College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,philosophe,1910,2009,féminin,États-Unis,université Harvard,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,professeur d'université,1910,2009,féminin,États-Unis,Radcliffe College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,professeur d'université,1910,2009,féminin,États-Unis,Wellesley College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,professeur d'université,1910,2009,féminin,États-Unis,université Harvard,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,écrivain,1910,2009,féminin,États-Unis,Radcliffe College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,écrivain,1910,2009,féminin,États-Unis,Wellesley College,Philosophiæ doctor
http://www.wikidata.org/entity/Q293224,11253,028006305,Marjorie Grene,écrivain,1910,2009,féminin,États-Unis,université Harvard,Philosophiæ doctor
http://www.wikidata.org/entity/Q29344825,76392,no value,Robert Lenoble,historien des sciences,1902,1959,masculin,no value,no value,no value
http://www.wikidata.org/entity/Q2935000,79955,031972004,Camille Limoges,historien,1942,????,masculin,Canada,université de Paris,no value
http://www.wikidata.org/entity/Q2941857,76085,02678596X,C. De Buzon,philosophe,1951,????,féminin,France,université Paris-Nanterre,no value
http://www.wikidata.org/entity/Q2941857,76085,02678596X,C. De Buzon,professeur d'université,1951,????,féminin,France,université Paris-Nanterre,no value
http://www.wikidata.org/entity/Q2941889,275465,026827956,Catherine Despeux,sinologue,1945,????,féminin,France,no value,no value
http://www.wikidata.org/entity/Q2941889,275465,026827956,Catherine Despeux,sinologue,1946,????,féminin,France,no value,no value
http://www.wikidata.org/entity/Q2960178,57291,030732751,Charles Sadron,chimiste,1902,1993,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2960178,57291,030732751,Charles Sadron,physicien,1902,1993,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2966146,257680,026779528,Christophe Charle,historien,1951,????,masculin,France,lycée Henri-IV,no value
http://www.wikidata.org/entity/Q2966146,257680,026779528,Christophe Charle,historien,1951,????,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q2966146,257680,026779528,Christophe Charle,professeur d'université,1951,????,masculin,France,lycée Henri-IV,no value
http://www.wikidata.org/entity/Q2966146,257680,026779528,Christophe Charle,professeur d'université,1951,????,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q2975121,54437,027120422,Claire Salomon Bayet,philosophe,1932,2016,féminin,France,no value,no value
http://www.wikidata.org/entity/Q2977027,63158,028593766,Claude Blanckaert,écrivain,1952,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q2977434,57330,056542089,Claude Galarneau,historien,1925,2018,masculin,Canada,no value,no value
http://www.wikidata.org/entity/Q2977434,57330,056542089,Claude Galarneau,professeur d'université,1925,2018,masculin,Canada,no value,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,historien des sciences,1951,????,féminin,France,université Paris-Diderot,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,historien des sciences,1951,????,féminin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,historien des sciences,1951,????,féminin,France,université Sorbonne-Nouvelle,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,paléontologue,1951,????,féminin,France,université Paris-Diderot,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,paléontologue,1951,????,féminin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,paléontologue,1951,????,féminin,France,université Sorbonne-Nouvelle,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,philosophe,1951,????,féminin,France,université Paris-Diderot,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,philosophe,1951,????,féminin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,philosophe,1951,????,féminin,France,université Sorbonne-Nouvelle,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,écrivain,1951,????,féminin,France,université Paris-Diderot,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,écrivain,1951,????,féminin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q2978467,47603,02973097X,Claudine Cohen,écrivain,1951,????,féminin,France,université Sorbonne-Nouvelle,no value
http://www.wikidata.org/entity/Q2997497,76390,026815214,C. De Waard,historien,1879,1963,masculin,Pays-Bas,no value,no value
http://www.wikidata.org/entity/Q2997497,76390,026815214,C. De Waard,mathématicien,1879,1963,masculin,Pays-Bas,no value,no value
http://www.wikidata.org/entity/Q30118593,54474,05220443X,Suzanne Debarbat,astronome,1928,????,féminin,France,no value,no value
http://www.wikidata.org/entity/Q3035109,79828,026839091,Dominique Dubarle,philosophe,1907,1987,masculin,France,collège Stanislas,no value
http://www.wikidata.org/entity/Q3035109,79828,026839091,Dominique Dubarle,prêtre catholique,1907,1987,masculin,France,collège Stanislas,no value
http://www.wikidata.org/entity/Q3035385,29629,028314050,Dominique Pestre,historien des sciences,1950,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3035981,29781,032132344,Donald MacKenzie,ingénieur,1950,????,masculin,Royaume-Uni,université d'Édimbourg,no value
http://www.wikidata.org/entity/Q3035981,29781,032132344,Donald MacKenzie,sociologue,1950,????,masculin,Royaume-Uni,université d'Édimbourg,no value
http://www.wikidata.org/entity/Q3038019,142794,03429211X,Douglas McKie,chimiste,1896,1967,masculin,Royaume-Uni,université de Londres,no value
http://www.wikidata.org/entity/Q3038019,142794,03429211X,Douglas McKie,chimiste,1896,1967,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,université de Londres,no value
http://www.wikidata.org/entity/Q3057207,76588,032010257,Ernest Wickersheimer,bibliothécaire,1880,1965,masculin,France,no value,no value
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,Esprit universel,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,Esprit universel,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,astrologue,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,astrologue,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,astronome,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,astronome,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,ingénieur,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,ingénieur,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,inventeur,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,inventeur,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,mathématicien,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,mathématicien,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,philosophe,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,philosophe,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,physicien,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,physicien,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,professeur d'université,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,professeur d'université,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,scientifique,no value,????,masculin,Grand-duché de Toscane,université de Pise,professeur
http://www.wikidata.org/entity/Q307,142805,026879255,Galileo Galilei,scientifique,no value,????,masculin,duché de Florence,université de Pise,professeur
http://www.wikidata.org/entity/Q3082083,170459,073168203,Franck Bourdier,archéologue,1910,1985,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,philosophe,1924,2015,masculin,France,faculté de médecine de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,philosophe,1924,2015,masculin,France,faculté des lettres de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,philosophe des sciences,1924,2015,masculin,France,faculté de médecine de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,philosophe des sciences,1924,2015,masculin,France,faculté des lettres de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,professeur d'université,1924,2015,masculin,France,faculté de médecine de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084343,166091,026808951,François Dagognet,professeur d'université,1924,2015,masculin,France,faculté des lettres de Paris,agrégation de philosophie
http://www.wikidata.org/entity/Q3084395,158704,026819066,François Delaporte,philosophe,1941,2019,masculin,France,université Paris-Diderot,no value
http://www.wikidata.org/entity/Q3084560,57355,029102189,François Ellenberger,géologue,1915,2000,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3085768,79783,no value,François Russo,historien des sciences,1909,1998,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3085768,79783,no value,François Russo,théologien,1909,1998,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3085768,79783,no value,François Russo,épistémologue,1909,1998,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3086175,195300,026809362,François de Dainville,géographe,1909,1971,masculin,France,université de Montpellier,no value
http://www.wikidata.org/entity/Q3086175,195300,026809362,François de Dainville,historien,1909,1971,masculin,France,université de Montpellier,no value
http://www.wikidata.org/entity/Q3086175,195300,026809362,François de Dainville,prêtre catholique,1909,1971,masculin,France,université de Montpellier,no value
http://www.wikidata.org/entity/Q3086391,66623,026702266,Françoise Balibar,physicien,1941,????,féminin,France,École normale supérieure de jeunes filles,no value
http://www.wikidata.org/entity/Q3100150,76838,034344284,Henri Berr,philosophe,1863,1954,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3100150,76838,034344284,Henri Berr,professeur,1863,1954,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3100689,247655,027105520,Genevieve Rodis Lewis,philosophe,1918,2004,féminin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3102352,76967,032355025,G. Bouligand,mathématicien,1889,1979,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,philosophe,1920,2016,masculin,Brésil,École normale supérieure,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,philosophe,1920,2016,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,professeur,1920,2016,masculin,Brésil,École normale supérieure,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,professeur,1920,2016,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,épistémologue,1920,2016,masculin,Brésil,École normale supérieure,no value
http://www.wikidata.org/entity/Q3106259,281588,026900610,Gilles Gaston Granger,épistémologue,1920,2016,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3121538,220364,026712423,Guy Beaujouan,archiviste,1925,2007,masculin,France,École des chartes,no value
http://www.wikidata.org/entity/Q3121538,220364,026712423,Guy Beaujouan,historien des sciences,1925,2007,masculin,France,École des chartes,no value
http://www.wikidata.org/entity/Q3124306,10466,027138933,Gerard Simon,historien des sciences,1931,2009,masculin,France,université Paris-Sorbonne,no value
http://www.wikidata.org/entity/Q3124306,10466,027138933,Gerard Simon,historien des sciences,1931,2009,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3124306,10466,027138933,Gerard Simon,philosophe,1931,2009,masculin,France,université Paris-Sorbonne,no value
http://www.wikidata.org/entity/Q3124306,10466,027138933,Gerard Simon,philosophe,1931,2009,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3134562,54516,028287622,Hervé Le Guyader,biologiste,1948,????,masculin,France,université de Rouen-Normandie,doctorat
http://www.wikidata.org/entity/Q3134562,54516,028287622,Hervé Le Guyader,botaniste,1948,????,masculin,France,université de Rouen-Normandie,doctorat
http://www.wikidata.org/entity/Q3134562,54516,028287622,Hervé Le Guyader,professeur des universités,1948,????,masculin,France,université de Rouen-Normandie,doctorat
http://www.wikidata.org/entity/Q3134562,54516,028287622,Hervé Le Guyader,zoologiste,1948,????,masculin,France,université de Rouen-Normandie,doctorat
http://www.wikidata.org/entity/Q3159556,57339,028258959,Jacques Merleau Ponty,historien des sciences,1916,2002,masculin,France,École normale supérieure,agrégation de philosophie
http://www.wikidata.org/entity/Q3159556,57339,028258959,Jacques Merleau Ponty,philosophe,1916,2002,masculin,France,École normale supérieure,agrégation de philosophie
http://www.wikidata.org/entity/Q3159903,63914,02710592X,Jacques Roger,professeur d'université,1920,1990,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3167430,172515,051642484,Jean-Marc Mandosio,philosophe,1963,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3167430,172515,051642484,Jean-Marc Mandosio,traducteur,1963,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3168142,54630,030397383,Jean Michel Salanskis,mathématicien,1951,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3168142,54630,030397383,Jean Michel Salanskis,philosophe,1951,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3168601,82506,027016838,Jean-Paul Mathieu,médecin,1907,1993,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3168601,82506,027016838,Jean-Paul Mathieu,physicien,1907,1993,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3170725,57300,026722771,Jean Bernhardt,philosophe,1927,2000,masculin,France,agrégation de philosophie,no value
http://www.wikidata.org/entity/Q3171579,265704,030309344,Jean Dautry,historien,1910,1968,masculin,France,no value,agrégation d'histoire
http://www.wikidata.org/entity/Q3171579,265704,030309344,Jean Dautry,professeur d'histoire,1910,1968,masculin,France,no value,agrégation d'histoire
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,chercheur,1942,????,masculin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,chercheur,1942,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,directeur de collection,1942,????,masculin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,directeur de collection,1942,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,historien des mathématiques,1942,????,masculin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,historien des mathématiques,1942,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,mathématicien,1942,????,masculin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,mathématicien,1942,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,professeur d'université,1942,????,masculin,France,université Pierre-et-Marie-Curie,no value
http://www.wikidata.org/entity/Q3171737,44536,026830302,Jean Dhombres,professeur d'université,1942,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3173000,82496,026966271,J. Largeault,philosophe,1931,1995,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3173495,280246,027024970,Jean Mesnard,critique littéraire,1921,2016,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3173937,28336,027068846,Jean Petitot,mathématicien,1944,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3173937,28336,027068846,Jean Petitot,philosophe,1944,????,masculin,France,École polytechnique,no value
http://www.wikidata.org/entity/Q3174422,57304,02710916X,Jean Rosmorduc,physicien,1937,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3174800,55242,027159140,Jean Théodoridès,parasitologue,1926,1999,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3174814,180204,029246180,Jean Torlais,historien des sciences,1897,1964,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3185381,275436,027037665,Joseph Moreau,philosophe,1900,1988,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3187359,246472,026727412,Joël Biard,philosophe,1952,????,masculin,France,no value,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,historien des sciences,1892,1964,masculin,France,Collège de France,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,historien des sciences,1892,1964,masculin,France,université de Göttingen,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,historien des sciences,1892,1964,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,philosophe,1892,1964,masculin,France,Collège de France,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,philosophe,1892,1964,masculin,France,université de Göttingen,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,philosophe,1892,1964,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,professeur d'université,1892,1964,masculin,France,Collège de France,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,professeur d'université,1892,1964,masculin,France,université de Göttingen,no value
http://www.wikidata.org/entity/Q319243,29959,no value,Alexandre Koyré,professeur d'université,1892,1964,masculin,France,université de Paris,no value
http://www.wikidata.org/entity/Q3265714,57320,no value,Lucien Scheler,libraire,1902,1999,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3265714,57320,no value,Lucien Scheler,poète,1902,1999,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3265714,57320,no value,Lucien Scheler,résistant,1902,1999,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3265714,57320,no value,Lucien Scheler,éditeur,1902,1999,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3300631,30275,026812894,Maurice Daumas,chimiste,1910,1984,masculin,France,université de Montpellier,no value
http://www.wikidata.org/entity/Q3300631,30275,026812894,Maurice Daumas,conservateur,1910,1984,masculin,France,université de Montpellier,no value
http://www.wikidata.org/entity/Q3301278,57352,059443200,Maurice Ponte,ingénieur,1902,1983,masculin,France,prytanée national militaire,no value
http://www.wikidata.org/entity/Q3301278,57352,059443200,Maurice Ponte,ingénieur,1902,1983,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3301278,57352,059443200,Maurice Ponte,physicien,1902,1983,masculin,France,prytanée national militaire,no value
http://www.wikidata.org/entity/Q3301278,57352,059443200,Maurice Ponte,physicien,1902,1983,masculin,France,École normale supérieure,no value
http://www.wikidata.org/entity/Q3302608,76586,031928242,Maxime Laignel-Lavastine,psychiatre,1875,1953,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3308789,233579,027112144,Michel-Louis Rouquette,psychologue,1948,2011,masculin,France,no value,no value
http://www.wikidata.org/entity/Q3309626,57448,030717795,Michel Fichant,professeur d'université,1941,????,masculin,France,agrégation de philosophie,no value
http://www.wikidata.org/entity/Q3318996,228359,027139832,Mohammed-Allal Sinaceur,philosophe,1941,????,masculin,Maroc,no value,no value
http://www.wikidata.org/entity/Q3350939,82475,026800527,Olivier Costa De Beauregard,physicien,1911,2007,masculin,France,no value,no value
