persee_id,auteurlabel,personne_id,personne_idLabel,persee_author_id,occupationLabel,year_of_birth,year_of_death,sex_or_genderLabel,country_of_citizenshipLabel,educated_atLabel,academic_degreeLabel,idref
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,professeur d'université,1915,2012,masculin,États-Unis,London School of Economics,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,professeur d'université,1915,2012,masculin,États-Unis,collège français de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,professeur d'université,1915,2012,masculin,États-Unis,université Humboldt de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,professeur d'université,1915,2012,masculin,États-Unis,université de Trieste,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,professeur d'université,1915,2012,masculin,États-Unis,École des hautes études commerciales de Paris,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,économiste,1915,2012,masculin,États-Unis,London School of Economics,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,économiste,1915,2012,masculin,États-Unis,collège français de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,économiste,1915,2012,masculin,États-Unis,université Humboldt de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,économiste,1915,2012,masculin,États-Unis,université de Trieste,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,économiste,1915,2012,masculin,États-Unis,École des hautes études commerciales de Paris,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,écrivain,1915,2012,masculin,États-Unis,London School of Economics,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,écrivain,1915,2012,masculin,États-Unis,collège français de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,écrivain,1915,2012,masculin,États-Unis,université Humboldt de Berlin,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,écrivain,1915,2012,masculin,États-Unis,université de Trieste,docteur ès sciences,028269578
10415,Albert O. Hirschman,http://www.wikidata.org/entity/Q215949,Albert Hirschman,10415,écrivain,1915,2012,masculin,États-Unis,École des hautes études commerciales de Paris,docteur ès sciences,028269578
10634,Jacques Vernant,http://www.wikidata.org/entity/Q47009171,Jacques Vernant,10634,professeur d'université,1912,1985,masculin,France,no value,no value,078692059
10634,Jacques Vernant,http://www.wikidata.org/entity/Q47009171,Jacques Vernant,10634,sociologue,1912,1985,masculin,France,no value,no value,078692059
1184,Aimé Perpillou,http://www.wikidata.org/entity/Q2828082,Aimé Perpillou,1184,géographe,1902,1976,masculin,France,École normale supérieure,no value,027066053
11860,Élie Reynier,http://www.wikidata.org/entity/Q3587766,Élie Reynier,11860,historien,1875,1953,masculin,France,no value,no value,027097307
11930,Jürgen Schlumbohm,http://www.wikidata.org/entity/Q19721140,Jürgen Schlumbohm,11930,historien,1942,????,masculin,Allemagne,no value,no value,027126668
11930,Jürgen Schlumbohm,http://www.wikidata.org/entity/Q19721140,Jürgen Schlumbohm,11930,professeur d'université,1942,????,masculin,Allemagne,no value,no value,027126668
12043,Anne Simonin,http://www.wikidata.org/entity/Q24192332,Anne Simonin,12043,chercheur,1963,????,féminin,no value,no value,no value,029902509
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien,1915,2015,masculin,États-Unis,Scarsdale High School,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien,1915,2015,masculin,États-Unis,université Columbia,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien,1915,2015,masculin,États-Unis,université Harvard,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien de l'art,1915,2015,masculin,États-Unis,Scarsdale High School,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien de l'art,1915,2015,masculin,États-Unis,université Columbia,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,historien de l'art,1915,2015,masculin,États-Unis,université Harvard,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,journaliste d'opinion,1915,2015,masculin,États-Unis,Scarsdale High School,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,journaliste d'opinion,1915,2015,masculin,États-Unis,université Columbia,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,journaliste d'opinion,1915,2015,masculin,États-Unis,université Harvard,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,professeur d'université,1915,2015,masculin,États-Unis,Scarsdale High School,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,professeur d'université,1915,2015,masculin,États-Unis,université Columbia,no value,027128075
12156,Carl Schorske,http://www.wikidata.org/entity/Q683876,Carl Schorske,12156,professeur d'université,1915,2015,masculin,États-Unis,université Harvard,no value,027128075
13174,Xavier Lafon,http://www.wikidata.org/entity/Q93414111,Q93414111,13174,no value,1949,????,masculin,no value,no value,no value,no value
13282,François Lissarrague,http://www.wikidata.org/entity/Q55946100,François Lissarrague,13282,archéologue classique,1947,????,masculin,France,no value,no value,029304083
13282,François Lissarrague,http://www.wikidata.org/entity/Q55946100,François Lissarrague,13282,écrivain,1947,????,masculin,France,no value,no value,029304083
13284,Bruno D'Agostino,http://www.wikidata.org/entity/Q2926716,Bruno D'Agostino,13284,archéologue,1936,????,masculin,Italie,école archéologique italienne d'Athènes,no value,026808226
13284,Bruno D'Agostino,http://www.wikidata.org/entity/Q2926716,Bruno D'Agostino,13284,historien de l'Antiquité classique,1936,????,masculin,Italie,école archéologique italienne d'Athènes,no value,026808226
13739,Aleksandra Wąsowicz,http://www.wikidata.org/entity/Q4715569,Aleksandra Dunin-Wąsowicz,13739,anthropologue,1932,2015,féminin,Pologne,université de Varsovie,no value,027193209
13739,Aleksandra Wąsowicz,http://www.wikidata.org/entity/Q4715569,Aleksandra Dunin-Wąsowicz,13739,archéologue,1932,2015,féminin,Pologne,université de Varsovie,no value,027193209
140297,Patrick Gautier Dalché,http://www.wikidata.org/entity/Q56000688,Patrick Gautier Dalché,140297,écrivain,1949,????,masculin,no value,no value,no value,02940231X
140298,Patrick Geary,http://www.wikidata.org/entity/Q2057694,Patrick Geary,140298,médiéviste,1948,????,masculin,États-Unis,Spring Hill College,no value,028802780
140298,Patrick Geary,http://www.wikidata.org/entity/Q2057694,Patrick Geary,140298,médiéviste,1948,????,masculin,États-Unis,université Yale,no value,028802780
140298,Patrick Geary,http://www.wikidata.org/entity/Q2057694,Patrick Geary,140298,professeur d'université,1948,????,masculin,États-Unis,Spring Hill College,no value,028802780
140298,Patrick Geary,http://www.wikidata.org/entity/Q2057694,Patrick Geary,140298,professeur d'université,1948,????,masculin,États-Unis,université Yale,no value,028802780
140347,Sofia Boesch Gajano,http://www.wikidata.org/entity/Q19606768,Sofia Boesch Gajano,140347,historien,1934,????,féminin,Italie,no value,no value,030757886
140347,Sofia Boesch Gajano,http://www.wikidata.org/entity/Q19606768,Sofia Boesch Gajano,140347,professeur d'université,1934,????,féminin,Italie,no value,no value,030757886
140431,Robert Fossier,http://www.wikidata.org/entity/Q2356118,Robert Fossier,140431,historien,1927,2012,masculin,France,lycée Henri-IV,archiviste paléographe,026870088
140431,Robert Fossier,http://www.wikidata.org/entity/Q2356118,Robert Fossier,140431,historien,1927,2012,masculin,France,École des chartes,archiviste paléographe,026870088
140431,Robert Fossier,http://www.wikidata.org/entity/Q2356118,Robert Fossier,140431,professeur des universités,1927,2012,masculin,France,lycée Henri-IV,archiviste paléographe,026870088
140431,Robert Fossier,http://www.wikidata.org/entity/Q2356118,Robert Fossier,140431,professeur des universités,1927,2012,masculin,France,École des chartes,archiviste paléographe,026870088
14072,Philip T. Hoffman,http://www.wikidata.org/entity/Q104619197,Philip T. Hoffman,14072,no value,1947,????,masculin,no value,no value,no value,035186852
142205,Bernhard Blumenkranz,http://www.wikidata.org/entity/Q2899008,Bernhard Blumenkranz,142205,historien,1913,1989,masculin,France,Université de Bâle,no value,026733846
142266,Jean-François Bergier,http://www.wikidata.org/entity/Q124245,Jean-François Bergier,142266,historien,1931,2009,masculin,Suisse,Université de Lausanne,no value,026720817
142266,Jean-François Bergier,http://www.wikidata.org/entity/Q124245,Jean-François Bergier,142266,historien,1931,2009,masculin,Suisse,École des chartes,no value,026720817
142786,Silvano Serventi,http://www.wikidata.org/entity/Q55622612,Silvano Serventi,142786,écrivain,????,????,masculin,no value,no value,no value,059395990
145624,Jean Brelot,http://www.wikidata.org/entity/Q55772220,Jean Brelot,145624,écrivain,1909,1970,masculin,no value,no value,no value,02675116X
147270,Pierre Boyer,http://www.wikidata.org/entity/Q33695383,Pierre Boyer,147270,archiviste,1918,2008,masculin,France,École des chartes,archiviste paléographe,02913269X
147270,Pierre Boyer,http://www.wikidata.org/entity/Q33695383,Pierre Boyer,147270,historien,1918,2008,masculin,France,École des chartes,archiviste paléographe,02913269X
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,linguiste,1917,1992,masculin,France,faculté des lettres de Paris,no value,026902354
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,linguiste,1917,1992,masculin,France,université Vytautas-Magnus,no value,026902354
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,philosophe,1917,1992,masculin,France,faculté des lettres de Paris,no value,026902354
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,philosophe,1917,1992,masculin,France,université Vytautas-Magnus,no value,026902354
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,professeur d'université,1917,1992,masculin,France,faculté des lettres de Paris,no value,026902354
149,Algirdas Julien Greimas,http://www.wikidata.org/entity/Q313379,Algirdas Julien Greimas,149,professeur d'université,1917,1992,masculin,France,université Vytautas-Magnus,no value,026902354
149313,Georges Fischer,http://www.wikidata.org/entity/Q59283639,Georges Fischer,149313,directeur de recherche,1917,????,masculin,no value,no value,no value,no value
149771,Jacques Girault,http://www.wikidata.org/entity/Q23926227,Jacques Girault,149771,historien du mouvement ouvrier,1939,????,masculin,France,no value,no value,026893282
150167,Anne Lombard-Jourdan,http://www.wikidata.org/entity/Q18744842,Anne Lombard-Jourdan,150167,historien,1909,2010,féminin,France,École des chartes,no value,026993376
150167,Anne Lombard-Jourdan,http://www.wikidata.org/entity/Q18744842,Anne Lombard-Jourdan,150167,historien,1909,2010,féminin,France,École pratique des hautes études,no value,026993376
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,concepteur,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,gouvernante,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,journaliste,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,professeur d'université,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,résistant,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,sociologue,1924,2017,féminin,France,no value,no value,027151581
150933,Evelyne Sullerot,http://www.wikidata.org/entity/Q3592794,Évelyne Sullerot,150933,écrivain,1924,2017,féminin,France,no value,no value,027151581
151454,Georges Lanteri-Laura,http://www.wikidata.org/entity/Q3103029,Georges Lanteri-Laura,151454,psychiatre,1930,2004,masculin,France,no value,no value,026965070
151487,Jean Cohen,http://www.wikidata.org/entity/Q16121405,Jean Cohen,151487,philosophe,1919,1994,masculin,France,no value,no value,no value
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,historien,1916,1998,masculin,France,lycée Louis-le-Grand,agrégation d'histoire,027151859
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,historien,1916,1998,masculin,France,université de Paris,agrégation d'histoire,027151859
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,personnalité politique,1916,1998,masculin,France,lycée Louis-le-Grand,agrégation d'histoire,027151859
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,personnalité politique,1916,1998,masculin,France,université de Paris,agrégation d'histoire,027151859
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,résistant,1916,1998,masculin,France,lycée Louis-le-Grand,agrégation d'histoire,027151859
154868,Jean-René Suratteau,http://www.wikidata.org/entity/Q3169927,Jean-René Suratteau,154868,résistant,1916,1998,masculin,France,université de Paris,agrégation d'histoire,027151859
154933,Véronique Nahoum,http://www.wikidata.org/entity/Q3564313,Véronique Nahoum-Grappe,154933,anthropologue,1949,????,féminin,France,no value,no value,029501164
156600,Hervé Drevillon,http://www.wikidata.org/entity/Q14943939,Hervé Drévillon,156600,historien,1963,????,masculin,France,no value,no value,034845992
158274,Jean-Jacques Hémardinquer,http://www.wikidata.org/entity/Q67330123,Jean-Jacques Hémardinquer,158274,historien,????,????,masculin,no value,no value,no value,075032678
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,anthropologue,1942,????,masculin,France,université d'Oxford,no value,027146030
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,anthropologue,1942,????,masculin,France,université de Paris,no value,027146030
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,linguiste,1942,????,masculin,France,université d'Oxford,no value,027146030
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,linguiste,1942,????,masculin,France,université de Paris,no value,027146030
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,psychologue,1942,????,masculin,France,université d'Oxford,no value,027146030
158933,Dan Sperber,http://www.wikidata.org/entity/Q187363,Dan Sperber,158933,psychologue,1942,????,masculin,France,université de Paris,no value,027146030
161782,Bernard Lavalle,http://www.wikidata.org/entity/Q55624841,Bernard Lavallé,161782,historien,1943,????,masculin,no value,no value,no value,028930339
161782,Bernard Lavalle,http://www.wikidata.org/entity/Q55624841,Bernard Lavallé,161782,écrivain,1943,????,masculin,no value,no value,no value,028930339
164296,Isabelle Robinet,http://www.wikidata.org/entity/Q533401,Isabelle Robinet,164296,professeur d'université,1932,2000,féminin,France,no value,no value,027103951
164296,Isabelle Robinet,http://www.wikidata.org/entity/Q533401,Isabelle Robinet,164296,sinologue,1932,2000,féminin,France,no value,no value,027103951
164296,Isabelle Robinet,http://www.wikidata.org/entity/Q533401,Isabelle Robinet,164296,traducteur,1932,2000,féminin,France,no value,no value,027103951
165276,James Germain Février,http://www.wikidata.org/entity/Q17350193,James Germain Février,165276,historien,1895,1976,masculin,France,École normale supérieure,no value,035193204
165276,James Germain Février,http://www.wikidata.org/entity/Q17350193,James Germain Février,165276,philologue,1895,1976,masculin,France,École normale supérieure,no value,035193204
165549,Olivier Abel,http://www.wikidata.org/entity/Q3350744,Olivier Abel,165549,philosophe,1953,????,masculin,France,université Paris-Nanterre,no value,030816904
165549,Olivier Abel,http://www.wikidata.org/entity/Q3350744,Olivier Abel,165549,professeur d'université,1953,????,masculin,France,université Paris-Nanterre,no value,030816904
167064,Marie-Dominique Chenu,http://www.wikidata.org/entity/Q1235373,Marie-Dominique Chenu,167064,dominicain,1895,1990,masculin,France,université pontificale Saint-Thomas-d'Aquin,no value,02775281X
167064,Marie-Dominique Chenu,http://www.wikidata.org/entity/Q1235373,Marie-Dominique Chenu,167064,historien,1895,1990,masculin,France,université pontificale Saint-Thomas-d'Aquin,no value,02775281X
167064,Marie-Dominique Chenu,http://www.wikidata.org/entity/Q1235373,Marie-Dominique Chenu,167064,prêtre catholique,1895,1990,masculin,France,université pontificale Saint-Thomas-d'Aquin,no value,02775281X
167064,Marie-Dominique Chenu,http://www.wikidata.org/entity/Q1235373,Marie-Dominique Chenu,167064,théologien,1895,1990,masculin,France,université pontificale Saint-Thomas-d'Aquin,no value,02775281X
167478,Marc Soriano,http://www.wikidata.org/entity/Q3288407,Marc Soriano,167478,philosophe,1918,1994,masculin,France,lycée Condorcet,no value,027143813
167478,Marc Soriano,http://www.wikidata.org/entity/Q3288407,Marc Soriano,167478,philosophe,1918,1994,masculin,France,École normale supérieure,no value,027143813
167478,Marc Soriano,http://www.wikidata.org/entity/Q3288407,Marc Soriano,167478,résistant,1918,1994,masculin,France,lycée Condorcet,no value,027143813
167478,Marc Soriano,http://www.wikidata.org/entity/Q3288407,Marc Soriano,167478,résistant,1918,1994,masculin,France,École normale supérieure,no value,027143813
168317,E. Amado Lévy-Valensi,http://www.wikidata.org/entity/Q2899436,Éliane Amado Levy-Valensi,168317,philosophe,1919,2006,féminin,France,no value,no value,02668375X
168317,E. Amado Lévy-Valensi,http://www.wikidata.org/entity/Q2899436,Éliane Amado Levy-Valensi,168317,psychanalyste,1919,2006,féminin,France,no value,no value,02668375X
169525,Frédéric Nef,http://www.wikidata.org/entity/Q3090078,Frédéric Nef,169525,philosophe,1947,????,masculin,France,no value,no value,02704582X
170762,Jean-Loup Amselle,http://www.wikidata.org/entity/Q3167047,Jean-Loup Amselle,170762,anthropologue,1942,????,masculin,France,no value,no value,026685175
171181,Thorsten Botz-Bornstein,http://www.wikidata.org/entity/Q2374247,Thorsten Botz-Bornstein,171181,philosophe,1964,????,masculin,no value,no value,no value,079697275
171612,Manuela Marin,http://www.wikidata.org/entity/Q56000037,Manuela Marín,171612,écrivain,1945,????,féminin,no value,no value,no value,029599555
171622,Béatrice Leroy,http://www.wikidata.org/entity/Q41896601,Béatrice Leroy,171622,historien,1943,????,féminin,no value,no value,no value,028253280
171961,Jacques Guilhaumou,http://www.wikidata.org/entity/Q49162565,Jacques Guilhaumou,171961,historien,1948,????,masculin,France,no value,no value,026908204
172449,Francis Schmidt,http://www.wikidata.org/entity/Q50230044,Q50230044,172449,écrivain,????,????,masculin,no value,no value,no value,028851404
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,juriste,1918,2001,masculin,France,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,juriste,1918,2001,masculin,France,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,juriste,1918,2001,masculin,Pologne,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,juriste,1918,2001,masculin,Pologne,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,militant,1918,2001,masculin,France,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,militant,1918,2001,masculin,France,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,militant,1918,2001,masculin,Pologne,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,militant,1918,2001,masculin,Pologne,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,économiste,1918,2001,masculin,France,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,économiste,1918,2001,masculin,France,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,économiste,1918,2001,masculin,Pologne,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,économiste,1918,2001,masculin,Pologne,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,écrivain,1918,2001,masculin,France,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,écrivain,1918,2001,masculin,France,université de Lviv,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,écrivain,1918,2001,masculin,Pologne,Faculté de droit de l'université Jean-Casimir de Lwów,no value,032502648
173865,Eugène Zaleski,http://www.wikidata.org/entity/Q55773093,Eugène Zaleski,173865,écrivain,1918,2001,masculin,Pologne,université de Lviv,no value,032502648
174227,Jean-Paul Thuillier,http://www.wikidata.org/entity/Q3168699,Jean-Paul Thuillier,174227,historien,1943,????,masculin,France,lycée du Parc,no value,027162885
174227,Jean-Paul Thuillier,http://www.wikidata.org/entity/Q3168699,Jean-Paul Thuillier,174227,historien,1943,????,masculin,France,École normale supérieure,no value,027162885
174227,Jean-Paul Thuillier,http://www.wikidata.org/entity/Q3168699,Jean-Paul Thuillier,174227,professeur d'université,1943,????,masculin,France,lycée du Parc,no value,027162885
174227,Jean-Paul Thuillier,http://www.wikidata.org/entity/Q3168699,Jean-Paul Thuillier,174227,professeur d'université,1943,????,masculin,France,École normale supérieure,no value,027162885
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,germaniste,1877,1948,masculin,France,no value,no value,030725402
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,historien de la littérature,1877,1948,masculin,France,no value,no value,030725402
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,professeur,1877,1948,masculin,France,no value,no value,030725402
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,professeur d'université,1877,1948,masculin,France,no value,no value,030725402
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,spécialiste de la littérature,1877,1948,masculin,France,no value,no value,030725402
174462,Ernest Tonnelat,http://www.wikidata.org/entity/Q1356553,Ernest Tonnelat,174462,traducteur,1877,1948,masculin,France,no value,no value,030725402
174841,Jean Longnon,http://www.wikidata.org/entity/Q3173244,Jean Longnon,174841,bibliothécaire,1887,1979,masculin,France,École des chartes,no value,026993821
174841,Jean Longnon,http://www.wikidata.org/entity/Q3173244,Jean Longnon,174841,historien,1887,1979,masculin,France,École des chartes,no value,026993821
174841,Jean Longnon,http://www.wikidata.org/entity/Q3173244,Jean Longnon,174841,journaliste,1887,1979,masculin,France,École des chartes,no value,026993821
175985,Christopher Hill,http://www.wikidata.org/entity/Q719787,Christopher Hill,175985,historien,1912,2003,masculin,Royaume-Uni,Balliol College,no value,026922150
176619,Jacques Francis Rolland,http://www.wikidata.org/entity/Q3157916,Jacques-Francis Rolland,176619,journaliste,1922,2008,masculin,France,no value,no value,027106756
177711,Françoise Autrand,http://www.wikidata.org/entity/Q481755,Françoise Autrand,177711,historien,1932,????,féminin,France,École normale supérieure de jeunes filles,agrégation d'histoire,026697459
177716,Michel Balard,http://www.wikidata.org/entity/Q3308933,Michel Balard,177716,historien,1936,????,masculin,France,no value,agrégation d'histoire,026701855
177716,Michel Balard,http://www.wikidata.org/entity/Q3308933,Michel Balard,177716,historien de l'économie,1936,????,masculin,France,no value,agrégation d'histoire,026701855
177716,Michel Balard,http://www.wikidata.org/entity/Q3308933,Michel Balard,177716,médiéviste,1936,????,masculin,France,no value,agrégation d'histoire,026701855
177729,Irène Beldiceanu-Steinherr,http://www.wikidata.org/entity/Q55626320,Irène Beldiceanu-Steinherr,177729,écrivain,1928,????,féminin,France,no value,no value,079220975
177746,Pierre Bonnassié,http://www.wikidata.org/entity/Q3384075,Pierre Bonnassie,177746,historien,1932,2005,masculin,France,université Toulouse-Jean-Jaurès,no value,026737949
177746,Pierre Bonnassié,http://www.wikidata.org/entity/Q3384075,Pierre Bonnassie,177746,médiéviste,1932,2005,masculin,France,université Toulouse-Jean-Jaurès,no value,026737949
177746,Pierre Bonnassié,http://www.wikidata.org/entity/Q3384075,Pierre Bonnassie,177746,professeur d'université,1932,2005,masculin,France,université Toulouse-Jean-Jaurès,no value,026737949
177862,Gabriel Fournier,http://www.wikidata.org/entity/Q95330646,Gabriel Fournier,177862,historien,1920,????,masculin,no value,faculté des lettres de Paris,no value,no value
177862,Gabriel Fournier,http://www.wikidata.org/entity/Q95330646,Gabriel Fournier,177862,professeur,1920,????,masculin,no value,faculté des lettres de Paris,no value,no value
177870,Jean-Claude Garcin,http://www.wikidata.org/entity/Q54017095,Q54017095,177870,historien,1934,????,masculin,France,no value,no value,026881365
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,historien,1942,????,féminin,France,faculté des lettres de Paris,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,historien,1942,????,féminin,France,lycée Fénelon,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,historien,1942,????,féminin,France,lycée Victor-Duruy,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,historien,1942,????,féminin,France,université Panthéon-Sorbonne,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,médiéviste,1942,????,féminin,France,faculté des lettres de Paris,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,médiéviste,1942,????,féminin,France,lycée Fénelon,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,médiéviste,1942,????,féminin,France,lycée Victor-Duruy,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,médiéviste,1942,????,féminin,France,université Panthéon-Sorbonne,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,professeur d'université,1942,????,féminin,France,faculté des lettres de Paris,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,professeur d'université,1942,????,féminin,France,lycée Fénelon,doctorat,02688559X
177874,Claude Gauvard,http://www.wikidata.org/entity/Q1096766,Claude Gauvard,177874,professeur d'université,1942,????,féminin,France,lycée Victor-Duruy,doctorat,02688559X
